id,isDefault
800144,0.22813724
800145,0.2895918
800146,0.06186706
800147,0.17202802
800148,0.06995135
800149,0.20914234
800150,0.19935156
800151,0.04142608
800152,0.08063226
800153,0.080431655
800154,0.16471659
800155,0.052076414
800156,0.15862197
800157,0.1881183
800158,0.12216241
800159,0.1754617
800160,0.46177405
800161,0.1928899
800162,0.20323522
800163,0.1514878
800164,0.23408483
800165,0.0786372
800166,0.3273564
800167,0.59430915
800168,0.06491922
800169,0.089605175
800170,0.12401012
800171,0.096789114
800172,0.08114821
800173,0.30024597
800174,0.25151497
800175,0.1914755
800176,0.3595062
800177,0.17348954
800178,0.111467935
800179,0.051472936
800180,0.31165683
800181,0.24895675
800182,0.539147
800183,0.3156629
800184,0.16803151
800185,0.09011593
800186,0.13856214
800187,0.17129143
800188,0.23951922
800189,0.09333027
800190,0.24291374
800191,0.08232486
800192,0.105604485
800193,0.2837183
800194,0.19090748
800195,0.036278486
800196,0.14228576
800197,0.2515591
800198,0.24281727
800199,0.13520992
800200,0.22075331
800201,0.088341795
800202,0.24559087
800203,0.34870222
800204,0.09648935
800205,0.30433425
800206,0.102877565
800207,0.26977167
800208,0.1577099
800209,0.23995319
800210,0.14116621
800211,0.45318168
800212,0.4729122
800213,0.41371965
800214,0.023086343
800215,0.09983751
800216,0.2204006
800217,0.08699143
800218,0.31415835
800219,0.14342923
800220,0.23475759
800221,0.18525037
800222,0.09515284
800223,0.12373264
800224,0.28872952
800225,0.045695152
800226,0.0385985
800227,0.3099561
800228,0.24798314
800229,0.16671816
800230,0.20189054
800231,0.08375158
800232,0.08434859
800233,0.0975149
800234,0.04165057
800235,0.49116838
800236,0.34729436
800237,0.08672412
800238,0.08910835
800239,0.13714278
800240,0.17556305
800241,0.07916455
800242,0.1258428
800243,0.080831766
800244,0.1161832
800245,0.18656205
800246,0.40773374
800247,0.0178413
800248,0.1577515
800249,0.12675868
800250,0.2180057
800251,0.2239953
800252,0.37306935
800253,0.14403154
800254,0.15157816
800255,0.17943732
800256,0.081355296
800257,0.23326841
800258,0.42491898
800259,0.16852655
800260,0.40159056
800261,0.26985294
800262,0.23118518
800263,0.1086488
800264,0.356833
800265,0.03777371
800266,0.030767057
800267,0.24707136
800268,0.22366959
800269,0.42726624
800270,0.4047013
800271,0.18069865
800272,0.07760074
800273,0.15059896
800274,0.27492866
800275,0.052708343
800276,0.24379387
800277,0.23223123
800278,0.07700451
800279,0.2978249
800280,0.18799743
800281,0.42958423
800282,0.11714101
800283,0.3166502
800284,0.10695576
800285,0.1961727
800286,0.17466548
800287,0.5163972
800288,0.49914673
800289,0.15847728
800290,0.13849829
800291,0.2743913
800292,0.20978951
800293,0.521496
800294,0.25650156
800295,0.20631681
800296,0.263631
800297,0.13262771
800298,0.10438958
800299,0.039495315
800300,0.115865625
800301,0.09387752
800302,0.09819414
800303,0.28540275
800304,0.27858302
800305,0.27430955
800306,0.1959638
800307,0.15520354
800308,0.29101202
800309,0.27531862
800310,0.106502086
800311,0.18652639
800312,0.17204328
800313,0.38715306
800314,0.03648037
800315,0.08916478
800316,0.09156566
800317,0.14737236
800318,0.30511734
800319,0.191035
800320,0.1417427
800321,0.22376092
800322,0.2412232
800323,0.1740043
800324,0.33399916
800325,0.11160168
800326,0.21338867
800327,0.07260899
800328,0.15842263
800329,0.05781197
800330,0.21981472
800331,0.24331388
800332,0.060835585
800333,0.024054123
800334,0.495261
800335,0.2999615
800336,0.28515923
800337,0.24005261
800338,0.37957728
800339,0.06143487
800340,0.03648051
800341,0.07172473
800342,0.18370518
800343,0.02095883
800344,0.25055936
800345,0.1013278
800346,0.24543227
800347,0.064870656
800348,0.30439514
800349,0.10813008
800350,0.22288185
800351,0.3043739
800352,0.43840674
800353,0.29969767
800354,0.21715416
800355,0.14740299
800356,0.3387857
800357,0.3518979
800358,0.13978763
800359,0.14336091
800360,0.353224
800361,0.024637133
800362,0.2124589
800363,0.3821605
800364,0.13045926
800365,0.28162643
800366,0.37473503
800367,0.36365673
800368,0.17650583
800369,0.18475153
800370,0.17643346
800371,0.15797973
800372,0.41793826
800373,0.29005784
800374,0.36381927
800375,0.05822047
800376,0.17851985
800377,0.08606947
800378,0.05242181
800379,0.09359011
800380,0.15000802
800381,0.044693217
800382,0.51542497
800383,0.21817736
800384,0.15471123
800385,0.55056393
800386,0.17544135
800387,0.06415787
800388,0.19328341
800389,0.27667293
800390,0.050375402
800391,0.13164926
800392,0.29025003
800393,0.2972537
800394,0.2509464
800395,0.26563376
800396,0.2818711
800397,0.16934048
800398,0.19304907
800399,0.13500509
800400,0.23225975
800401,0.103799805
800402,0.05428683
800403,0.21867858
800404,0.2041948
800405,0.45286193
800406,0.07135916
800407,0.44845754
800408,0.2800583
800409,0.41736975
800410,0.05974073
800411,0.037567936
800412,0.14737011
800413,0.27366304
800414,0.26546812
800415,0.13370372
800416,0.08220601
800417,0.1779773
800418,0.094537996
800419,0.2036684
800420,0.38541684
800421,0.20486508
800422,0.22437455
800423,0.19176464
800424,0.16984239
800425,0.112380475
800426,0.10549371
800427,0.27445745
800428,0.18921512
800429,0.13585168
800430,0.38855004
800431,0.41063815
800432,0.10964539
800433,0.09802621
800434,0.1340153
800435,0.17015852
800436,0.24820611
800437,0.1132654
800438,0.18793537
800439,0.4632872
800440,0.08883648
800441,0.24380057
800442,0.07743535
800443,0.06439046
800444,0.26680887
800445,0.14702575
800446,0.1556274
800447,0.31974712
800448,0.08168192
800449,0.113939464
800450,0.15832658
800451,0.20841143
800452,0.13662732
800453,0.13128342
800454,0.07848568
800455,0.22274233
800456,0.21602297
800457,0.25432065
800458,0.2065175
800459,0.15597692
800460,0.38436544
800461,0.43907285
800462,0.1444949
800463,0.096322924
800464,0.1824288
800465,0.12892964
800466,0.24380742
800467,0.034565635
800468,0.16355409
800469,0.49040908
800470,0.14475922
800471,0.23706003
800472,0.15164536
800473,0.041422606
800474,0.38703704
800475,0.12034772
800476,0.13259086
800477,0.22530408
800478,0.34029168
800479,0.20936719
800480,0.1851988
800481,0.19080085
800482,0.3089635
800483,0.16850297
800484,0.26555872
800485,0.11071453
800486,0.14685306
800487,0.24458164
800488,0.50975263
800489,0.10340693
800490,0.35372195
800491,0.11962542
800492,0.052845877
800493,0.39550683
800494,0.41418025
800495,0.022021808
800496,0.028629918
800497,0.41266567
800498,0.20029883
800499,0.43924206
800500,0.43051353
800501,0.10158129
800502,0.048868604
800503,0.13726264
800504,0.16458686
800505,0.30738923
800506,0.15800826
800507,0.1196722
800508,0.14261535
800509,0.026759177
800510,0.09398135
800511,0.16744943
800512,0.11631384
800513,0.22550698
800514,0.1424371
800515,0.08100386
800516,0.3397604
800517,0.10389155
800518,0.16509634
800519,0.16084492
800520,0.1034863
800521,0.03781228
800522,0.029826157
800523,0.1300614
800524,0.0764722
800525,0.25166798
800526,0.42558426
800527,0.11646307
800528,0.33304003
800529,0.1640819
800530,0.18006963
800531,0.14630975
800532,0.10819563
800533,0.13029093
800534,0.46403092
800535,0.2235715
800536,0.35667378
800537,0.17923664
800538,0.17784983
800539,0.05350528
800540,0.27511388
800541,0.19297914
800542,0.27567667
800543,0.34906667
800544,0.35357314
800545,0.35216823
800546,0.23419312
800547,0.3126955
800548,0.16431317
800549,0.028517397
800550,0.05618651
800551,0.11423273
800552,0.2875755
800553,0.19404446
800554,0.24113916
800555,0.45566756
800556,0.11587827
800557,0.20299442
800558,0.052546453
800559,0.14602111
800560,0.022958666
800561,0.18105592
800562,0.3323556
800563,0.09477541
800564,0.2500006
800565,0.4368271
800566,0.33058003
800567,0.16505487
800568,0.32627532
800569,0.18563576
800570,0.38022923
800571,0.11939986
800572,0.22217834
800573,0.21498878
800574,0.09452048
800575,0.07858971
800576,0.26089853
800577,0.23472223
800578,0.04244537
800579,0.07370722
800580,0.24877661
800581,0.3750445
800582,0.030183395
800583,0.20421332
800584,0.12684618
800585,0.41212338
800586,0.15758722
800587,0.11249354
800588,0.20379868
800589,0.0968087
800590,0.22151436
800591,0.12951508
800592,0.065113805
800593,0.23163219
800594,0.113709524
800595,0.47817245
800596,0.11170439
800597,0.37284234
800598,0.21937041
800599,0.28773576
800600,0.41993982
800601,0.37088445
800602,0.24714968
800603,0.24381043
800604,0.10614355
800605,0.24715608
800606,0.12956583
800607,0.21335283
800608,0.41585916
800609,0.44773906
800610,0.31616104
800611,0.07229615
800612,0.25625923
800613,0.21307167
800614,0.42218685
800615,0.32822806
800616,0.2555934
800617,0.15203525
800618,0.29114965
800619,0.08661735
800620,0.49058172
800621,0.14586587
800622,0.050365653
800623,0.09732826
800624,0.09065607
800625,0.12943672
800626,0.2529048
800627,0.3951025
800628,0.31549695
800629,0.13382159
800630,0.23177987
800631,0.36267543
800632,0.19068371
800633,0.34640458
800634,0.25159696
800635,0.14752053
800636,0.286316
800637,0.2507166
800638,0.14636156
800639,0.074007206
800640,0.23504391
800641,0.4512416
800642,0.12141895
800643,0.08419972
800644,0.042082123
800645,0.4520186
800646,0.14427966
800647,0.44426697
800648,0.27139503
800649,0.17097944
800650,0.27427375
800651,0.1135372
800652,0.32941988
800653,0.44847882
800654,0.26552016
800655,0.104810454
800656,0.113492295
800657,0.10627101
800658,0.19618373
800659,0.19410679
800660,0.1485742
800661,0.4371636
800662,0.28703114
800663,0.22268479
800664,0.11398139
800665,0.12010008
800666,0.2623089
800667,0.09717629
800668,0.049226567
800669,0.10474567
800670,0.020155765
800671,0.29529604
800672,0.09428091
800673,0.16800255
800674,0.13499038
800675,0.18881738
800676,0.22195904
800677,0.3138199
800678,0.34338075
800679,0.07879712
800680,0.22168803
800681,0.104861766
800682,0.03934681
800683,0.31806368
800684,0.08836447
800685,0.22208898
800686,0.30766138
800687,0.17062402
800688,0.53277194
800689,0.1688415
800690,0.35776037
800691,0.084363006
800692,0.5471042
800693,0.27824292
800694,0.32069618
800695,0.21078672
800696,0.059647303
800697,0.09481212
800698,0.16196589
800699,0.3383111
800700,0.10827293
800701,0.49586034
800702,0.40852165
800703,0.17525452
800704,0.06621324
800705,0.28643456
800706,0.22694716
800707,0.1189752
800708,0.1439523
800709,0.065581396
800710,0.13580918
800711,0.03985712
800712,0.1316061
800713,0.49102095
800714,0.19515584
800715,0.1761531
800716,0.13093689
800717,0.3009086
800718,0.16712436
800719,0.12558189
800720,0.13376263
800721,0.341749
800722,0.09459248
800723,0.22977373
800724,0.20174918
800725,0.15412866
800726,0.3782185
800727,0.11718504
800728,0.26810017
800729,0.07121318
800730,0.31180885
800731,0.12053773
800732,0.11987728
800733,0.39959896
800734,0.042674337
800735,0.13444118
800736,0.34931847
800737,0.07903276
800738,0.11793159
800739,0.1291112
800740,0.14482619
800741,0.10291932
800742,0.15728886
800743,0.06611711
800744,0.07354831
800745,0.49089453
800746,0.1681888
800747,0.584769
800748,0.050111193
800749,0.3460503
800750,0.50643736
800751,0.09124768
800752,0.33188555
800753,0.14983886
800754,0.1021768
800755,0.21020593
800756,0.32151318
800757,0.25746337
800758,0.068982996
800759,0.22761337
800760,0.10436909
800761,0.15960114
800762,0.22702956
800763,0.27414817
800764,0.09023589
800765,0.1505273
800766,0.16762298
800767,0.2330202
800768,0.21832132
800769,0.14121367
800770,0.37076634
800771,0.074860245
800772,0.02745192
800773,0.07690665
800774,0.06901282
800775,0.47985083
800776,0.50030154
800777,0.15493073
800778,0.3006451
800779,0.2645655
800780,0.0661133
800781,0.115450606
800782,0.16780166
800783,0.18181047
800784,0.2677028
800785,0.08019462
800786,0.057258792
800787,0.16197543
800788,0.19356729
800789,0.2260795
800790,0.4044166
800791,0.19217904
800792,0.16522644
800793,0.028004838
800794,0.089448676
800795,0.085066356
800796,0.08549297
800797,0.17324132
800798,0.24605456
800799,0.3004711
800800,0.19395079
800801,0.21012452
800802,0.1871925
800803,0.18932776
800804,0.20033783
800805,0.09924093
800806,0.077588946
800807,0.37780628
800808,0.32926574
800809,0.13550214
800810,0.026351321
800811,0.08849687
800812,0.19220482
800813,0.101505555
800814,0.08082408
800815,0.093734965
800816,0.2434966
800817,0.5162173
800818,0.18583176
800819,0.08818098
800820,0.27888456
800821,0.2448822
800822,0.07832985
800823,0.35440755
800824,0.03565375
800825,0.13155194
800826,0.10470284
800827,0.087142356
800828,0.2544392
800829,0.18473089
800830,0.039719004
800831,0.2668412
800832,0.12887
800833,0.18616924
800834,0.036614373
800835,0.07408333
800836,0.37919042
800837,0.07534391
800838,0.39716917
800839,0.18138042
800840,0.039592233
800841,0.1820853
800842,0.1179661
800843,0.07334305
800844,0.1567356
800845,0.3676915
800846,0.13981487
800847,0.14355038
800848,0.30506915
800849,0.16713664
800850,0.15494241
800851,0.043874063
800852,0.27450055
800853,0.44915456
800854,0.20550144
800855,0.14695252
800856,0.3625
800857,0.0948729
800858,0.5021002
800859,0.33478984
800860,0.07181547
800861,0.09973229
800862,0.1704505
800863,0.086359814
800864,0.42451546
800865,0.23844984
800866,0.12797178
800867,0.20834504
800868,0.04957664
800869,0.124036
800870,0.21150582
800871,0.22869126
800872,0.19746101
800873,0.104024135
800874,0.12839755
800875,0.1521531
800876,0.28593525
800877,0.1880569
800878,0.06166142
800879,0.09135487
800880,0.12978365
800881,0.32139817
800882,0.13317738
800883,0.06518793
800884,0.17975616
800885,0.24040887
800886,0.12286433
800887,0.2582421
800888,0.1323306
800889,0.22579905
800890,0.1556285
800891,0.11032601
800892,0.30883536
800893,0.17109582
800894,0.07548138
800895,0.23819211
800896,0.17905694
800897,0.36680183
800898,0.12147288
800899,0.32793373
800900,0.053257227
800901,0.31652835
800902,0.30804324
800903,0.32197663
800904,0.15301251
800905,0.23252971
800906,0.44750306
800907,0.27488995
800908,0.27854088
800909,0.07804709
800910,0.14045838
800911,0.14401785
800912,0.13997558
800913,0.43029174
800914,0.1712084
800915,0.1869851
800916,0.36201414
800917,0.36272854
800918,0.52427197
800919,0.1347175
800920,0.15307212
800921,0.06637701
800922,0.2033255
800923,0.32679185
800924,0.09574974
800925,0.114170074
800926,0.2047365
800927,0.14362703
800928,0.37995395
800929,0.3468062
800930,0.045203306
800931,0.1216413
800932,0.122504465
800933,0.053343702
800934,0.07580963
800935,0.16405943
800936,0.22721936
800937,0.16360003
800938,0.06972436
800939,0.05968567
800940,0.061341636
800941,0.068084136
800942,0.5028845
800943,0.07695977
800944,0.47011358
800945,0.56433445
800946,0.36667657
800947,0.22421736
800948,0.3569919
800949,0.09365531
800950,0.19819595
800951,0.22817121
800952,0.36039534
800953,0.31245568
800954,0.0996462
800955,0.10088546
800956,0.021438196
800957,0.06604244
800958,0.06394317
800959,0.29472843
800960,0.12253518
800961,0.05646766
800962,0.15188333
800963,0.31621948
800964,0.18735412
800965,0.288048
800966,0.10993202
800967,0.05756455
800968,0.19720443
800969,0.3068762
800970,0.16149557
800971,0.25656158
800972,0.058871675
800973,0.18037753
800974,0.46256047
800975,0.11996998
800976,0.15241095
800977,0.35404098
800978,0.117401585
800979,0.11350182
800980,0.042638488
800981,0.07310946
800982,0.27820987
800983,0.05057331
800984,0.17545526
800985,0.38529676
800986,0.106124185
800987,0.21646748
800988,0.2151989
800989,0.054875307
800990,0.19171487
800991,0.4588476
800992,0.12857184
800993,0.042707156
800994,0.18554
800995,0.12578829
800996,0.32096544
800997,0.119408466
800998,0.062072214
800999,0.21261235
801000,0.11181903
801001,0.02604076
801002,0.12388318
801003,0.3634769
801004,0.013502157
801005,0.0685919
801006,0.4228758
801007,0.28713524
801008,0.26355317
801009,0.5336684
801010,0.17243578
801011,0.14623724
801012,0.4488522
801013,0.26462168
801014,0.36313263
801015,0.08353885
801016,0.29031363
801017,0.03155969
801018,0.19135611
801019,0.1332764
801020,0.2317038
801021,0.03916742
801022,0.156663
801023,0.23267925
801024,0.1732564
801025,0.18624584
801026,0.082516894
801027,0.25203803
801028,0.18019252
801029,0.037703846
801030,0.31130672
801031,0.107983775
801032,0.111047946
801033,0.22491884
801034,0.16423315
801035,0.02276527
801036,0.31967288
801037,0.09378534
801038,0.23902819
801039,0.024567802
801040,0.17048778
801041,0.36186597
801042,0.49040312
801043,0.5251506
801044,0.3254216
801045,0.21825944
801046,0.21307795
801047,0.18899952
801048,0.45558044
801049,0.03066101
801050,0.12030704
801051,0.027277905
801052,0.18008113
801053,0.22524431
801054,0.019064039
801055,0.41493598
801056,0.089769214
801057,0.23179016
801058,0.391313
801059,0.16764335
801060,0.36546537
801061,0.52306616
801062,0.21288785
801063,0.274448
801064,0.18156497
801065,0.041998275
801066,0.21327072
801067,0.22027972
801068,0.2144189
801069,0.13288862
801070,0.12149658
801071,0.08093958
801072,0.2567343
801073,0.2147075
801074,0.06395948
801075,0.5003404
801076,0.21031092
801077,0.13695912
801078,0.035578962
801079,0.38556376
801080,0.13988951
801081,0.33261725
801082,0.216074
801083,0.43409923
801084,0.100970194
801085,0.57302797
801086,0.097816624
801087,0.5067356
801088,0.057930212
801089,0.096915826
801090,0.29734603
801091,0.056826882
801092,0.112203926
801093,0.30933732
801094,0.14892606
801095,0.4569116
801096,0.07050811
801097,0.149694
801098,0.32034528
801099,0.17580122
801100,0.28506675
801101,0.21032152
801102,0.034043834
801103,0.13100901
801104,0.23638777
801105,0.26082954
801106,0.1377296
801107,0.17245981
801108,0.18972835
801109,0.3228475
801110,0.112135194
801111,0.42180622
801112,0.3337413
801113,0.2430752
801114,0.0895707
801115,0.21600603
801116,0.22501741
801117,0.04043317
801118,0.31676006
801119,0.12142789
801120,0.17021598
801121,0.23591694
801122,0.42652643
801123,0.09688122
801124,0.1420105
801125,0.13746807
801126,0.100553334
801127,0.05626957
801128,0.17679241
801129,0.32354808
801130,0.15001582
801131,0.13762334
801132,0.26450148
801133,0.15574296
801134,0.14845264
801135,0.030403335
801136,0.22201945
801137,0.24955842
801138,0.062311802
801139,0.11960461
801140,0.12223476
801141,0.08452832
801142,0.30140188
801143,0.16740817
801144,0.16858537
801145,0.2134173
801146,0.21233495
801147,0.24837814
801148,0.076975234
801149,0.26470926
801150,0.17394339
801151,0.24049202
801152,0.19544423
801153,0.3650719
801154,0.15564433
801155,0.15721446
801156,0.17232075
801157,0.12200223
801158,0.38527334
801159,0.17167377
801160,0.36617386
801161,0.1037598
801162,0.14503542
801163,0.35314494
801164,0.13497898
801165,0.0813903
801166,0.046598263
801167,0.30658802
801168,0.23419936
801169,0.15756723
801170,0.17582124
801171,0.12710446
801172,0.49796999
801173,0.39625788
801174,0.34584007
801175,0.40414616
801176,0.44894955
801177,0.37981147
801178,0.20899713
801179,0.07822609
801180,0.49865574
801181,0.43339357
801182,0.12284748
801183,0.11861099
801184,0.18820533
801185,0.14645939
801186,0.16163518
801187,0.30228075
801188,0.1687023
801189,0.091429666
801190,0.1787254
801191,0.22410886
801192,0.081980735
801193,0.4378475
801194,0.11948229
801195,0.1439712
801196,0.18842174
801197,0.11092297
801198,0.18675694
801199,0.2247254
801200,0.04044324
801201,0.06345535
801202,0.38029635
801203,0.49980903
801204,0.22598295
801205,0.1483647
801206,0.36293837
801207,0.20938514
801208,0.017889401
801209,0.22550523
801210,0.10110077
801211,0.34402162
801212,0.29866275
801213,0.09985208
801214,0.2892019
801215,0.17855814
801216,0.13714038
801217,0.14312151
801218,0.42991024
801219,0.2728179
801220,0.13476731
801221,0.38978797
801222,0.22551998
801223,0.4384891
801224,0.16647604
801225,0.21587396
801226,0.1459075
801227,0.3084233
801228,0.44989467
801229,0.267168
801230,0.22457266
801231,0.04826837
801232,0.23149581
801233,0.2179554
801234,0.1313866
801235,0.16437836
801236,0.08849259
801237,0.10277137
801238,0.13166803
801239,0.03443994
801240,0.4207599
801241,0.060000133
801242,0.13051465
801243,0.11987534
801244,0.18964621
801245,0.5061381
801246,0.25911096
801247,0.31495178
801248,0.33026335
801249,0.13131447
801250,0.24221326
801251,0.37741926
801252,0.14720151
801253,0.46363717
801254,0.25275615
801255,0.026891733
801256,0.20637721
801257,0.16711853
801258,0.124519326
801259,0.42249766
801260,0.19660519
801261,0.12236436
801262,0.24143806
801263,0.40534425
801264,0.085468665
801265,0.51462543
801266,0.1548466
801267,0.2543336
801268,0.08701914
801269,0.17620818
801270,0.15424876
801271,0.2401458
801272,0.26163036
801273,0.23477599
801274,0.05305537
801275,0.15565778
801276,0.34979075
801277,0.112876914
801278,0.23817143
801279,0.104976825
801280,0.29744276
801281,0.362569
801282,0.28832763
801283,0.02543169
801284,0.16448504
801285,0.23782378
801286,0.08335566
801287,0.32699004
801288,0.12167988
801289,0.31714934
801290,0.50703037
801291,0.16080001
801292,0.04072679
801293,0.058537643
801294,0.08234937
801295,0.028688364
801296,0.17830937
801297,0.027782574
801298,0.24760243
801299,0.119466625
801300,0.22091302
801301,0.054117158
801302,0.02953668
801303,0.11640509
801304,0.5134356
801305,0.07319658
801306,0.23722483
801307,0.041836973
801308,0.13151008
801309,0.14339967
801310,0.086239405
801311,0.34606743
801312,0.21881475
801313,0.2274218
801314,0.089373715
801315,0.07142678
801316,0.35345238
801317,0.22827178
801318,0.30807695
801319,0.15735172
801320,0.101278245
801321,0.12877272
801322,0.2175043
801323,0.12786719
801324,0.20687656
801325,0.34925815
801326,0.26351023
801327,0.25267085
801328,0.25033376
801329,0.23907396
801330,0.5369452
801331,0.15924896
801332,0.14884058
801333,0.13744257
801334,0.09370159
801335,0.20056564
801336,0.25922337
801337,0.45631796
801338,0.245659
801339,0.09284262
801340,0.10521835
801341,0.3537998
801342,0.31551826
801343,0.12189966
801344,0.2124483
801345,0.5072322
801346,0.1019565
801347,0.37293568
801348,0.36990705
801349,0.07330644
801350,0.03305681
801351,0.23746896
801352,0.26191938
801353,0.026670696
801354,0.04115135
801355,0.16322784
801356,0.089231275
801357,0.060264997
801358,0.038673613
801359,0.1633593
801360,0.31604218
801361,0.15758595
801362,0.14961211
801363,0.3019273
801364,0.19198984
801365,0.34106642
801366,0.20945181
801367,0.46587947
801368,0.19230679
801369,0.14931408
801370,0.13135895
801371,0.09228046
801372,0.5951286
801373,0.20059034
801374,0.08158955
801375,0.25417838
801376,0.15348923
801377,0.1753301
801378,0.22391662
801379,0.091941655
801380,0.1887399
801381,0.14679068
801382,0.15496166
801383,0.39315608
801384,0.50749034
801385,0.40860054
801386,0.1801368
801387,0.078582115
801388,0.3143828
801389,0.24946518
801390,0.09853789
801391,0.15193124
801392,0.08642078
801393,0.139065
801394,0.35401616
801395,0.12152191
801396,0.1630305
801397,0.14726228
801398,0.2504093
801399,0.091770925
801400,0.13214687
801401,0.23932786
801402,0.1360766
801403,0.11494816
801404,0.24355146
801405,0.11021546
801406,0.050204493
801407,0.21545726
801408,0.29367712
801409,0.02823153
801410,0.121159345
801411,0.17596565
801412,0.12269474
801413,0.21240209
801414,0.33177242
801415,0.12557755
801416,0.0489383
801417,0.100944646
801418,0.40365562
801419,0.40038428
801420,0.076438576
801421,0.34642604
801422,0.24013327
801423,0.18432762
801424,0.23048246
801425,0.17422037
801426,0.051467884
801427,0.06269219
801428,0.04698383
801429,0.3593566
801430,0.23036745
801431,0.12894166
801432,0.176149
801433,0.19163133
801434,0.22981788
801435,0.12672973
801436,0.20398048
801437,0.18650964
801438,0.055062644
801439,0.16102701
801440,0.11487379
801441,0.3304324
801442,0.21438581
801443,0.39226368
801444,0.55353487
801445,0.07019296
801446,0.18457875
801447,0.03161131
801448,0.093981184
801449,0.22127587
801450,0.07418464
801451,0.09353519
801452,0.33505872
801453,0.12641208
801454,0.21268634
801455,0.30619535
801456,0.20000021
801457,0.4973451
801458,0.30565777
801459,0.08202966
801460,0.1342345
801461,0.22662334
801462,0.0571777
801463,0.22465609
801464,0.05825283
801465,0.23484834
801466,0.2158037
801467,0.03722684
801468,0.13587978
801469,0.55345505
801470,0.01992442
801471,0.12198855
801472,0.4338179
801473,0.23838744
801474,0.18498933
801475,0.17302273
801476,0.21436416
801477,0.09164478
801478,0.12733848
801479,0.4125587
801480,0.09418507
801481,0.15903652
801482,0.28618097
801483,0.5386513
801484,0.035429228
801485,0.11069784
801486,0.08653637
801487,0.32128036
801488,0.3141531
801489,0.23116255
801490,0.021982325
801491,0.08689861
801492,0.3019662
801493,0.21266267
801494,0.3151643
801495,0.2414938
801496,0.0815692
801497,0.23517184
801498,0.09796743
801499,0.16493869
801500,0.14596666
801501,0.07199064
801502,0.30443287
801503,0.23502216
801504,0.028410118
801505,0.111816645
801506,0.3613948
801507,0.10128813
801508,0.1385466
801509,0.13949178
801510,0.09848242
801511,0.1390798
801512,0.084093004
801513,0.408472
801514,0.24263313
801515,0.112176105
801516,0.27795407
801517,0.2628975
801518,0.22849149
801519,0.10866674
801520,0.06025375
801521,0.18045329
801522,0.07766724
801523,0.033975698
801524,0.20721103
801525,0.11467776
801526,0.36653224
801527,0.26189357
801528,0.12974843
801529,0.19638482
801530,0.43510136
801531,0.12253066
801532,0.36619547
801533,0.41078767
801534,0.15627562
801535,0.24702863
801536,0.15604103
801537,0.5523816
801538,0.09979438
801539,0.08988157
801540,0.37173408
801541,0.14331819
801542,0.03296041
801543,0.5101464
801544,0.32296386
801545,0.0985766
801546,0.2685482
801547,0.026320057
801548,0.23348461
801549,0.355269
801550,0.2048151
801551,0.18240617
801552,0.22928755
801553,0.2419265
801554,0.2825833
801555,0.16394089
801556,0.16329715
